item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,ipa_en,ipa_l1,freq,morpheme_count,char_length,syllables,edit_distance,phon_edit_distance
1137,de,horizon,noun,h______,Horizont,Ich sitze am Strand und blicke auf den Horizont.,1.544128202,hɚɹaɪzən,hoːriːtsɔnt,4.07,1,7,3,2,9
1138,de,provocation,noun,p__________,"jemanden oder etwas provozieren, Verärgerung",Selbst die kleinste Angelegenheit war für sie bereits eine massive Verärgerung.,-1.101638576,pɹɑːvəkeɪʃən,jeːmandən oːdɜ ɛtvɑːs proːvoːtsiːrən fɛɾɛɾɡərʊŋ,3.19,2,11,3,38,42
1139,de,toaster,noun,t______,Toaster,Für das Frühstück holte er zuerst den Toaster heraus.,2.010692796,toʊstɚ,toːastɜ,3.33,2,7,2,1,3
1140,de,lung,noun,l___,Lunge,Die Lunge ist ein Organ des menschlichen Körpers.,1.906164031,lʌŋ,lʊŋə,4.1,1,4,1,2,2
1141,de,predator,noun,p_______,Beutegreifer,Adler und Geier gehören zu den großen Beutegreifern in den Alpenregionen.,-2.349023551,pɹɛdəɾɚ,bɔøtɛɡraɪfɜ,3.71,2,8,3,10,10
1142,de,grapefruit,noun,g_________,Grapefruit,Zum Frühstück trinke ich einen Grapefruitsaft.,1.648637117,ɡɹeɪpfɹuːt,ɡrɑpɛfruːɪt,3.17,1,10,1,1,6
1143,de,imitation,noun,i________,Nachahmung,Das Mädchen ist sehr gut in der Nachahmung von verschiedenen Dialekten.,-0.549335931,ɪmɪteɪʃən,naxɑːmʊŋ,3.47,3,9,4,8,9
1144,de,verb,noun,v___,Zeitwort,"Am einfachsten ist die Übersetzung, wenn du mit dem Tätigkeits- bzw. Zeitwort beginnst.",0.496850296,vɜːb,tsaɪtvɔɾt,3.72,1,4,1,6,8
1145,de,comprehensive,adjective,c____________,"umfassend, vollständig",Wir bieten den Touristen umfassende Informationsbroschüren über die Geschichte der Stadt an. ,-2.589503166,kɑːmpɹihɛnsɪv,ʊmfasənt fɔlʃtɛndɪç,4.36,1,13,4,19,16
1146,de,especially,adverb,e_________,besonders,Der Keller ist besonders im Winter kühl.,0.349577709,ɪspɛʃəli,bəzɔndɜs,5.21,2,10,3,9,8
1147,de,constructive,adjective,c___________,konstruktiv,Ich erwarte mir konstruktives Feedback am Ende der Präsentation.,0.984680116,kənstɹʌktɪv,kɔnstrʊktiːf,3.78,1,12,3,3,6
1148,de,nickname,noun,n_______,Spitzname,"Mein Spitzname lautet ""Steffi"".",2.510136576,nɪkneɪm,ʃpɪtsnɑːmə,3.91,1,8,2,4,7
1149,de,preservation,noun,p___________,"Erhaltung, Bewahrung",Die Erhaltung unserer Wälder ist im Moment besonders wichtig.,-0.848744483,pɹɛzɚveɪʃən,ɛɾhaltʊŋ bəvɑːrʊŋ,4.01,3,12,4,17,16
1150,de,free,verb,f___,"frei, freilassen",Der Gefangene wird freigelassen. ,2.928965735,fɹiː,fraɪ fraɪlasən,5.63,1,4,1,12,13
1151,de,minimum,noun,m______,Minimum,Zwanzig Teilnehmer sind das Minimum für das Seminar.,1.358550248,mɪnɪməm,miːniːmʊm,4.69,1,7,3,1,5
1152,de,firmly,adverb,f_____,fest,"Bitte kontrolliere, ob das Seil fest am Geländer angemacht wurde.",-2.53074166,fɜːmli,fɛst,4.0,2,6,1,5,5
1153,de,potentially,adverb,p__________,"potenziell, möglicherweise",Dieses Medikament ist eine potenziell gefährliche Mischung unterschiedlicher Stoffe.,-0.691749818,pətɛnʃəli,poːtəntsjɛl mœɡlɪçɜvaɪzə,4.39,2,11,3,18,19
1154,de,awaken,verb,a_____,etw erwecken,Das Tier erweckte die Neugierde der Kinder.,-3.012617407,ɐweɪkən,ɛtf ɛɾvɛkən,3.35,1,6,1,8,8
1155,de,margin,noun,m_____,"Rand, Seitenrand",Der Autor hat sich am Rand des Buches Notizen gemacht.,-1.673953142,mɑːɹdʒɪn,rant zaɪtənrant,4.27,1,6,2,13,13
1156,de,agency,noun,a_____,Agentur,Die Gewinne der Reiseagentur steigen gewaltig.,0.836447995,eɪdʒənsi,ɑɡəntuːɾ,4.87,1,6,1,4,8
1157,de,care,noun,c___,"Sorgfalt, Aufmerksamkeit","Ich sehe, dass die Arbeit mit großer Sorgfalt durchgeführt wurde.",0.472072124,kɛɹ,zɔɾkfalt aʊfmɛɾkzɑːmkaɪt,5.56,1,4,1,21,22
1158,de,freshly,adverb,f______,frisch,Das Essen ist frisch zubereitet.,0.522879269,fɹɛʃli,frɪʃ,3.61,2,7,1,4,4
1159,de,recharge,verb,r_______,(etwas) aufladen,Ich muss dringend die Batterie meines Laptops aufladen.,-0.246288254,ɹᵻtʃɑːɹdʒ,ɛtvɑːs aʊflɑːdən,3.4,2,8,2,13,13
1160,de,later,adverb,l____,später,Sandra wird etwas später auch noch kommen.,2.680807715,leɪɾɚ,ʃpɛːtɜ,5.49,2,5,1,3,6
1161,de,unit,noun,u___,Einheit,Die Zelle ist die kleinste Einheit eines Lebewesens.,1.459271292,juːnɪt,aɪnhaɪt,4.95,2,4,1,4,5
1162,de,remote,adjective,r_____,entfernt,Melanie ist eine entfernte Verwandte von mir.,-2.194131937,ɹᵻmoʊt,ɛntfɛɾnt,4.41,2,6,2,7,7
1163,de,spent,adjective,s____,ausgegeben,Wir haben unser ganzes Geld für das neue Auto ausgegeben.,-2.615904253,spɛnt,aʊsɡəɡeːbən,5.02,1,5,1,8,10
1164,de,intensity,noun,i________,Intensität,Ich erhöhe die Intensität der Übung jedes Mal.,1.033968958,ɪntɛnsᵻɾi,ɪntənziːtɛːt,4.14,2,9,3,3,8
1165,de,interface,noun,i________,Interface,Das neue Interface ist benutzerfreundlicher als das alte.,1.757953292,ɪntɚfeɪs,(en)ɪntəfeɪs(de),4.12,2,9,3,1,9
1166,de,matching,adjective,m_______,"zusammenpassend, passend",Er hat ein Hemd und eine passende Krawatte gekauft.,0.158395075,mætʃɪŋ,tsuːzamənpasənt pasənt,4.1,2,8,2,21,20
1167,de,arrogance,noun,a________,"arrogante Art, Einbildung, Überheblichkeit",Ich bin sehr überrascht über ihre arrogante Art.,-1.620098523,æɹəɡəns,aroːɡantə ɑːɾt aɪnbɪldʊŋ yːbɜheːplɪçkaɪt,3.55,1,9,3,33,37
1168,de,brother,noun,b______,Bruder,Ich habe einen großen Bruder und zwei kleine Schwestern.,3.078061148,bɹʌðɚ,bruːdɜ,5.11,2,7,2,4,5
1169,de,chemist,noun,c______,Apotheker,"Du weißt nicht, welche Tabletten du nehmen sollst? Der Apotheker kann dich gut beraten. ",-0.223723345,kɛmɪst,apoːteːkɜ,3.51,1,7,2,8,9
1170,de,fridge,noun,f_____,Kühlschrank,Der Kühlschrank beinhaltet nur eine Butter und ein paar Flaschen Bier.,0.918914068,fɹɪdʒ,kyːlʃraŋk,4.02,1,6,1,11,9
1171,de,sense,noun,s____,Sinn,Er hat einen wirklich ausgeprägten Sinn für Gerechtigkeit.,0.9883054,sɛns,zɪn,5.19,1,5,1,4,3
1172,de,likewise,adverb,l_______,"ebenfalls, ebenso",Die Stadt hat sich verändert und ihre Bewohner ebenfalls.,-1.149550003,laɪkwaɪz,eːbənfals eːbənzoː,4.04,1,8,2,14,16
1173,de,caramel,noun,c______,Karamell,Ich esse gerne Karamellbonbons.,2.229858998,kæɹəməl,kɑramɛl,3.48,1,7,3,2,4
1174,de,inherit,verb,i______,etw erben,Er hat von seinem Vater ein altes Haus geerbt.,-0.561613473,ɪnhɛɹɪt,ɛtf ɛɾbən,3.52,2,7,3,7,8
1175,de,quiz,noun,q___,Ratespiel,Er konnte die meisten Fragen im Ratespiel richtig beantworten.,1.705452649,kwɪz,rɑtɛʃpiːl,3.82,1,4,1,8,9
1176,de,exposed,adjective,e______,ausgesetzt sein,Die Bretter sind den ganzen Winter über dem Schnee und Regen ausgesetzt.,-1.100077696,ɛkspoʊzd,aʊsɡəzɛtst zaɪn,4.51,2,7,2,12,13
1177,de,fate,noun,f___,Schicksal,Lassen wir das Schicksal entscheiden.,-0.033215993,feɪt,ʃɪkzɑːl,4.36,1,4,1,9,7
1178,de,uneducated,adjective,u_________,ungebildet,"Sie war eine sehr wortgewandte, aber ungebildete Frau.",-0.201183556,ʌnɛdʒuːkeɪɾᵻd,ʊnɡəbɪldət,3.24,3,10,2,7,12
1179,de,write,verb,w____,schreiben,Bei dieser Aufgabe sollst du einen Brief schreiben.,2.893951139,ɹaɪt,ʃraɪbən,5.03,1,5,1,6,5
1180,de,core,noun,c___,Kern,Die Leitung bildet den Kern der Firma. ,0.045485892,kɔːɹ,kɛɾn,4.73,1,4,1,3,3
1181,de,interview,verb,i________,jdn interviewen,Er wurde für das Fernsehen interviewt.,1.073854367,ɪntɚvjuː,jɔtdeːɛn ɪntɜviːvən,4.86,2,9,3,6,15
1182,de,completion,noun,c_________,Fertigstellung,Die Bezahlung erfolgt nach Fertigstellung der Arbeit.,-1.502010102,kəmpliːʃən,fɛɾtɪçʃtɛlʊŋ,4.22,2,10,3,12,12
1183,de,change,noun,c_____,"Veränderung, Änderung",Zahlreiche Veränderungen wurden seit den späten achtziger Jahren durchgeführt. ,1.310228619,tʃeɪndʒ,fɛɾɛndərʊŋ ɛndərʊŋ,5.54,1,6,1,18,16
1184,de,vandalism,noun,v________,mutwillige Sachbeschädigung,Die Tat der Jugendlichen war ein Akt mutwilliger Sachbeschädigung.,-0.42817447,vændəlɪzəm,mʊtvɪlɪɡə zaxbɛʃɛːdɪɡʊŋ,3.33,1,9,3,24,20
1185,de,irritating,adjective,i_________,"ärgerlich, lästig",Das ist eine ärgerliche Sache!,-2.044514212,ɪɹᵻteɪɾɪŋ,ɛɾɡɜlɪç lɛstɪç,3.61,2,10,4,12,12
1186,de,efficiency,noun,e_________,Effizienz,Die Effizienz des neuen Geräts ist bemerkenswert.,-0.907387034,ɪfɪʃənsi,ɛfiːtsɪʲɛnts,4.38,1,10,3,4,9
1187,de,casino,noun,c_____,Spielkasino,Mein Bruder geht einmal im Monat ins Spielkasino.,2.46870303,kɐsiːnoʊ,ʃpiːlkaziːnoː,4.16,1,6,1,6,8
1188,de,sentence,verb,s_______,verurteilen,Der Richter möchte das Paar zu hundert Stunden Sozialarbeit verurteilen.,-1.034774785,sɛntəns,fɛɾʊɐtaɪlən,4.58,1,8,2,7,8
1189,de,signal,noun,s_____,Zeichen,Sie warteten vergeblich auf ein Zeichen von ihren Kameraden.,-0.930600454,sɪɡnəl,tsaɪçən,4.62,1,6,2,6,5
1190,de,below,adverb,b____,"unten, darunter (nicht: beneath)",Mein Zimmer ist genau darunter.,0.150542395,bᵻloʊ,ʊntən dɑːrʊntɜ nɪçt bəneːat,5.05,1,5,2,30,26
1191,de,narrow,adjective,n_____,"eng, schmal",Ich gehe eine schmale Gasse entlang.,0.778295866,næɹoʊ,ɛŋ ʃmɑːl,4.39,1,6,2,10,8
1192,de,ensure,verb,e_____,"etw sicherstellen, garantieren","Wir müssen sicherstellen, dass die Veranstaltung pünktlich beginnen kann.",-1.043590884,ɛnʃʊɹ,ɛtf zɪçɜʃtɛlən ɡɑrantiːrən,4.7,1,6,2,26,24
1193,de,transferable,adjective,t___________,übertragbar,Die übertragbare Jahreskarte können auch andere Personen verwenden.,-1.537318729,tɹænsfɜːɹəbəl,yːbɜtrɑːɡbɑːɾ,3.06,3,12,3,10,12
1194,de,paparazzi,noun,p________,Sensationsreporter,Die Sensationsreporter verfolgen den Star.,-1.099951177,pɑːpɚɹɑːtsi,zɛnzatsjoːnsreːpɔɾtɜ,3.21,1,9,1,16,18
1195,de,gorilla,noun,g______,Gorilla,In diesem Urwald leben Gorillas. ,1.411485438,ɡɚɹɪlə,ɡoːrɪlɑː,3.62,1,7,2,1,5
1196,de,sadly,adverb,s____,leider,Leider kann ich nicht länger bleiben und muss mich auf den Weg nach Hause machen.,-2.185964528,sædli,laɪdɜ,4.18,2,5,1,5,5
1197,de,tuition,noun,t______,Unterricht,Er erhielt privaten Unterricht in Spanisch.,-3.089207295,tuːɪʃən,ʊntɜrɪçt,3.97,2,7,2,8,7
1198,de,thanksgiving,noun,t___________,Erntedankfest,Bei uns gibt es zum Erntedankfest immer einen Truthahn.,0.718543625,θæŋksɡɪvɪŋ,ɛɾnteːdaŋkfəst,4.04,2,12,3,12,14
1199,de,arab,adjective,a___,arabische,Die arabische Sprache ist für einen Europäer schwer zu erlernen.,2.514538164,æɹəb,arɑbɪʃə,4.39,1,4,2,5,6
1200,de,headline,noun,h_______,Schlagzeile,"Heute wurde ich wütend, als ich die Schlagzeile der Zeitung las.",0.638816447,hɛdlaɪn,ʃlaktsaɪlə,4.03,1,8,2,7,8
1201,de,deem,verb,d___,"als etw gelten, erachtet werden",Die Arbeit wird von den Vorgesetzten als wichtig erachtet.,-2.769683498,diːm,als ɛtf ɡɛltən ɛɾaxtət vɛɾdən,3.34,1,4,1,29,29
1202,de,soap,noun,s___,Seife,Selbst gemachte Seife ist ein besonders beliebtes Weihnachtsgeschenk.,2.185978283,soʊp,zaɪfə,4.18,1,4,1,5,5
1203,de,speculation,noun,s__________,Spekulation,Man muss dieser Spekulation einen Riegel vorschieben.,0.915020327,spɛkjʊleɪʃən,ʃpeːkuːlatsjoːn,3.99,2,11,4,2,11
1204,de,refresh,verb,r______,erfrischen,Gerade an heißen Sommertagen sollte man sich regelmäßig mit kühlen Getränken erfrischen.,1.574912814,ɹᵻfɹɛʃ,ɛɾfrɪʃən,3.65,2,7,2,6,6
1205,de,necessarily,adverb,n__________,zwangsläufig,"Das führt zwangsläufig dazu, dass die Menschen weniger Geld in ihrem Portemonnaie haben werden.",-1.696394022,nɛsɪsɛɹᵻli,tsvaŋslɔøfɪç,4.48,2,11,4,11,11
1206,de,chunk,noun,c____,"Brocken, großes Stück",Der Hund fraß einen großen Brocken Fleisch.,-2.077071782,tʃʌŋk,brɔkən ɡroːsəs ʃtʏk,3.64,1,5,1,18,17
1207,de,troubled,adjective,t_______,besorgt,"Er sah ihr besorgtes Gesicht und versuchte, sie zu trösten.",-2.896083079,tɹʌbəld,bəzɔɾkt,3.91,2,8,1,8,7
1208,de,supermodel,noun,s_________,Supermodel,Die junge Frau aus Argentinien ist ein Supermodel.,1.984338946,suːpɚmɑːdəl,zuːpɜmoːdəl,3.1,1,10,4,1,3
1209,de,ordinary,adjective,o_______,"gewöhnlich, normal",Die Familie lebt in einem gewöhnlichem Haus am Ende der Straße.,0.045681666,ɔːɹdɪnɛɹi,ɡəvøːnlɪç nɔɾmɑːl,4.42,1,8,3,15,14
1210,de,heel,noun,h___,Ferse,Ich habe mir beim Joggen die Ferse verletzt.,-1.099903506,hiːl,fɛɾzə,3.84,1,4,1,4,5
1211,de,waiter,noun,w_____,Kellner,Der Kellner brachte uns die Rechnung an den Tisch.,0.86141178,weɪɾɚ,kɛlnɜ,3.61,2,6,1,5,5
1212,de,minus,preposition,m____,minus,Zehn minus drei macht sieben.,2.411980858,maɪnəs,miːnʊs,4.0,1,5,1,0,3
1213,de,subtitle,noun,s_______,Untertitel,Manche Filme sehe ich lieber im Original mit deutschem Untertitel.,0.708658346,sʌbtaɪɾəl,ʊntɜtiːtəl,3.23,1,8,2,7,7
1214,de,driven,adjective,d_____,ehrgeizig (nicht: ambitious),Er ist sehr ehrgeizig.,-3.579239607,dɹɪvən,eːɾɡaɪtsɪç nɪçt ambiːtɪʲoːʊs,4.54,1,6,2,25,26
1215,de,seafood,noun,s______,Meeresfrüchte,Ich habe eine Allergie und kann keine Meeresfrüchte essen.,-0.106502941,siːfuːd,meːrɛsfrʏçtə,3.65,1,7,2,11,10
1216,de,balcony,noun,b______,Balkon,Ich trinke meinen Kaffee auf dem Balkon.,1.169363251,bælkəni,balkoːn,3.78,1,7,2,3,4
1217,de,revenue,noun,r______,"Umsatz, Einnahmen",Allein in den letzten drei Wochen ist unser Umsatz erheblich gestiegen.,-2.430132172,ɹɛvənuː,ʊmzats aɪnnɑːmən,4.64,2,7,3,15,14
1218,de,nominate,verb,n_______,jdn nominieren,Das Team nominierte den neuen Kapitän.,0.549599817,nɑːmᵻneɪt,jɔtdeːɛn noːmiːniːrən,3.57,1,8,3,8,17
1219,de,listing,noun,l______,"Auflistung, Verzeichnis",An der Pinnwand hängt ein Verzeichnis mit allen Kindergärten der Stadt. ,-1.320810239,lɪstɪŋ,aʊflɪstʊŋ fɛɾtsaɪçnɪs,4.32,2,7,2,17,16
1220,de,advertisement,noun,a____________,Werbung,Im Fernsehen wird viel Werbung gezeigt.,-0.294706601,ædvɚtaɪzmənt,vɛɾbʊŋ,3.84,2,13,4,10,11
1221,de,pal,noun,p__,Kumpel (nicht: mate),Ich möchte dir meine Kumpel vorstellen.,-0.390273477,pæl,kʊmpəl nɪçt mɑːtə,3.99,1,3,1,18,15
1222,de,dishwashing,adjective,d__________,spülmaschinen-,Diese Teller sind spülmaschinenfest.,-3.272493296,dɪʃwɑːʃɪŋ,ʃpʏlmaʃiːnən,2.31,3,11,3,9,11
1223,de,compile,verb,c______,"etw erstellen, etw zusammentragen",Die Liste wurde mit den aktuellsten Informationen erstellt. ,-3.455348549,kəmpaɪl,ɛtf ɛɾʃtɛlən ɛtf tsuːzaməntrɑːɡən,3.38,1,7,2,31,31
1224,de,total,verb,t____,sich belaufen auf,Insgesamt belaufen sich seine Schulden auf über tausend Dollar.,-2.286531514,toʊɾəl,zɪç bəlaʊfən aʊf,5.21,1,5,1,16,14
1225,de,pixel,noun,p____,Bildpunkt,Beim Heranzoomen sieht man auch bei hochauflösenden Bildern die einzelnen Bildpunkte.,-0.476514091,pɪksəl,bɪltpʊŋkt,3.72,1,5,1,8,8
1226,de,sacrifice,noun,s________,"Opfer, Verzicht","Das ist ein wirklich großes Opfer, dass sie für diese Stelle auf sich nehmen muss.",-1.079437806,sækɹᵻfaɪs,ɔpfɜ fɛɾtsɪçt,4.29,1,9,3,12,11
1227,de,circumstance,noun,c___________,Umstand,Die Umstände haben sich geändert.,-0.098988633,sɜːkəmstæns,ʊmʃtant,3.66,1,12,3,7,8
1228,de,soon,adverb,s___,bald,Bald sind Sommerferien und ihr könnt jeden Tag ins Freibad gehen.,2.503228529,suːn,balt,5.32,1,4,1,4,4
1229,de,league,noun,l_____,Liga,Die Fußballmannschaft spielt in der zweiten Liga. ,0.359273991,liːɡ,liːɡɑː,5.13,1,6,1,5,2
1230,de,exhibitionist,noun,e____________,Exhibitionist,"Um in diesem Theaterstück eine Rolle zu bekommen, ist es von Vorteil, ein Exhibitionist zu sein. ",0.641560622,ɛksɪbɪʃənɪst,ɛkshiːbiːtsjoːnɪst,2.42,1,13,5,1,10
1231,de,alphabetical,adjective,a___________,alphabetisch,Die Sekretärin hat ein alphabetisches Register angelegt.,0.302906561,ælfəbɛɾɪkəl,alfabeːtɪʃ,3.22,1,12,5,3,8
1232,de,certainty,noun,c________,"Gewissheit, mit Sicherheit",Ich kann es dir noch nicht genau sagen. Ich muss mir darüber zuerst Gewissheit verschaffen.,-1.81159621,sɜːtənti,ɡəvɪshaɪt mɪt zɪçɜhaɪt,3.82,1,9,2,23,19
1233,de,gym,noun,g__,Turnhalle,Wir spielen Vollyball in der Turnhalle.,2.204570479,dʒɪm,tʊɐnhalə,4.43,1,3,1,9,8
1234,de,follower,noun,f_______,Anhänger,Die Sekte hat viele gläubige Anhänger.,-0.421912361,fɑːloʊɚ,anhɛŋɜ,3.56,2,8,3,6,7
1235,de,function,verb,f_______,funktionieren,Die Maschine funktioniert gut.,1.2438979,fʌŋkʃən,fʊŋktsjoːniːrən,4.78,2,8,2,6,10
1236,de,fireplace,noun,f________,Kamin,Ich lese ein Buch vor dem Kamin.,0.244857934,faɪɚpleɪs,kamiːn,3.54,1,9,2,9,8
1237,de,justice,noun,j______,Gerechtigkeit,Die Organisation setzt sich für soziale Gerechtigkeit ein.,0.479783546,dʒʌstɪs,ɡərɛçtɪçkaɪt,4.97,1,7,1,10,10
1238,de,blessing,noun,b_______,Segen,Der Priester hat einen Segen ausgesprochen.,-0.155312741,blɛsɪŋ,zeːɡən,4.06,2,8,2,6,6
1239,de,worldwide,adjective,w________,weltweit,Diese Katastrophe hat weltweite Auswirkungen.,1.998103526,wɜːldwaɪd,vɛltvaɪt,4.54,1,9,2,6,6
1240,de,illegally,adverb,i________,illegal,Die Flüchtlinge sind illegal in das Land eingedrungen.,-0.115223277,ɪliːɡəli,ɪleːɡɑːl,3.87,2,9,3,2,4
1241,de,live,adjective,l___,live,Das Fußballspiel wurde live im Fernsehen übertragen. ,2.300725832,laɪv,liːvə,5.54,1,4,1,0,3
1242,de,buyer,noun,b____,Käufer,Bei Amazon bieten verschiedene Käufer ihre Ware an.,1.287280157,baɪɚ,kɔøfɜ,4.03,2,5,2,3,5
1243,de,running,adjective,r______,laufend,Vom Helikopter aus konnte man Herden von laufenden Giraffen und Gazellen sehen.,2.108957115,ɹʌnɪŋ,laʊfənt,5.23,2,7,2,6,7
1244,de,individualist,noun,i____________,Individualist,In diesem Projekt arbeiten zu viele Individualisten mit.,0.70929452,ɪndᵻvɪdʒuːəlɪst,ɪndiːviːduːalɪst,2.55,2,13,5,1,6
1245,de,marriage,noun,m_______,Ehe,Das Paar hat eine glückliche Ehe.,1.138685268,mæɹɪdʒ,eːə,4.91,1,8,2,7,6
1246,de,awake,adjective,a____,"wach, hellwach",Heute Nacht war ich für einige Stunden wach. ,1.52895182,ɐweɪk,vax hɛlvax,4.14,1,5,1,11,10
1247,de,lift,noun,l___,Aufzug (nicht: elevator),Ich fahre mit dem Aufzug in den vierten Stock.,2.929967411,lɪft,aʊftsuːk nɪçt eːleːvɑtoːɾ,4.5,1,4,1,22,23
1248,de,embarrassed,adjective,e__________,"verlegen, peinlich berührt","Als sie mich sah, war sie peinlich berührt.",-1.231161726,ɛmbæɹəst,fɛɾleːɡən paɪnlɪç bəryːɾt,4.05,2,11,3,24,22
1249,de,guerrilla,noun,g________,Guerillakämpfer,"Guerillakämpfer beteiligen sich an Aufstandsbewegungen, die sich meist gegen die Regierung oder die Besatzung richtet.  ",-3.994445095,ɡɛɹɪlə,ɡuːeːrɪlakɛmpfɜ,3.38,1,9,2,9,12
1250,de,gangster,noun,g_______,Verbrecher,In diesem Film geht es um Verbrecher aus New York.,0.038870077,ɡæŋstɚ,fɛɾbrɛçɜ,3.55,2,8,2,8,8
1251,de,disapproval,noun,d__________,Missbilligung,Ich entschied mich für eine eigene Wohnung trotz der Missbilligung meiner Eltern.,-2.23022252,dɪsɐpɹuːvəl,mɪsbɪlɪɡʊŋ,3.28,2,11,4,11,9
1252,de,summit,noun,s_____,Gipfeltreffen,Viele europäische SpitzenpolitikerInnen werden an diesem Gipfeltreffen teilnehmen.,-1.108072537,sʌmɪt,ɡɪpfəltrɛfən,4.3,1,6,2,12,11
1253,de,fruit,noun,f____,Obst,Man sollte täglich mindestens drei Portionen Obst essen.,2.607656431,fɹuːt,oːpst,4.57,1,5,1,4,4
1254,de,motel,noun,m____,Motel,Nach einer langen Autofahrt übernachtet die Familie in einem Motel. ,3.445359435,moʊtɛl,moːtəl,3.61,1,5,1,1,2
1255,de,freshman,noun,f_______,Studienanfänger in Amerika,Er ist ein Studienanfänger und kennt sich auf dem Campus noch nicht aus.,-0.699264164,fɹɛʃmən,ʃtuːdiːnanfɛŋɜ ɪn ameːriːkɑː,3.98,1,8,2,23,26
1256,de,sniff,verb,s____,schniefen,"Nachdem er eine Weile geweint hatte, schniefte er kurz und putzte sich die Nase.",-1.167202697,snɪf,ʃniːfən,3.44,1,5,1,5,5
1257,de,frustrate,verb,f________,jdn frustrieren,"Es frustriert mich, dass ich mit meiner Arbeitsaufgabe noch nicht weiter bin.",0.636293801,fɹʌstɹeɪt,jɔtdeːɛn frʊstriːrən,2.99,1,9,2,8,17
1258,de,generously,adverb,g_________,großzügig,Er schnitt großzügig vom Brot ab.,-0.611002132,dʒɛnɚɹəsli,ɡroːstsyːɡɪç,3.29,2,10,3,9,12
1259,de,broker,noun,b_____,Börsenmakler,Der Börsenmakler hat heute viel Geld verdient. ,-0.603273191,bɹoʊkɚ,bœɾzənmaklɜ,3.89,2,6,1,8,9
1260,de,cheating,noun,c_______,"Mogeln, Schummeln",Er wurde beim Mogeln ertappt.,-0.134910176,tʃiːɾɪŋ,moːɡəln ʃʊməln,4.2,2,8,2,15,13
1261,de,thread,noun,t_____,Faden,Ich brauche jetzt Nadel und Faden.,-1.272893311,θɹɛd,fɑːdən,4.44,1,6,1,5,5
1262,de,circle,verb,c_____,kreisen,Das Kleinflugzeug kreist in der Luft.,0.376819128,sɜːkəl,kraɪzən,4.55,1,6,1,6,6
1263,de,moderation,noun,m_________,Mäßigung,Mäßigung ist der Schlüssel zu einer gesunden Ernährungsweise.,-2.251637068,mɑːdɚɹeɪʃən,mɛːsɪɡʊŋ,3.47,2,10,4,10,8
1264,de,rapidly,adverb,r______,sehr schnell,Unsere Vorstädte verändern sich derzeit sehr schnell.,-0.485830352,ɹæpɪdli,zeːɾ ʃnɛl,4.34,2,7,2,10,9
1265,de,skin,noun,s___,Haut,Ihre Haut war gebräunt von der Sommersonne.,1.908006084,skɪn,haʊt,4.91,1,4,1,4,4
1266,de,god,noun,g__,Gott,Glaubst du an Jesus und an Gott?,2.132481168,ɡɑːd,ɡɔt,5.57,1,3,1,3,3
1267,de,lay,verb,l__,legen,Ich lege das Baby jetzt ins Bett.,0.749717784,leɪ,leːɡən,4.64,1,3,1,4,4
1268,de,crunch,noun,c_____,Knirschen,Ich liebe das Knirschen von Kartoffelchips.,-1.318213547,kɹʌntʃ,knɪɾʃən,3.66,1,6,1,7,6
1269,de,immortality,noun,i__________,Unsterblichkeit,Viele Menschen wünschen sich die Unsterblichkeit.,-1.100828747,ɪmɔːɹtælᵻɾi,ʊnʃtɛɾplɪçkaɪt,3.41,2,11,4,13,13
1270,de,linear,adjective,l_____,geradlinig,Die Firma zeichnet sich durch geradliniges Design aus.,-1.042305402,lɪnɪɹ,ɡəradliːnɪç,4.12,1,6,2,8,8
1271,de,anxious,adjective,a______,besorgt,Sein besorgter Blick beunruhigte mich.,-2.192808068,æŋʃəs,bəzɔɾkt,4.09,1,7,1,7,7
1272,de,rebuild,verb,r______,etwas wiederaufbauen,"Das Erdbeben hat einige Schäden angerichtet, aber wir sollten die Stadt sofort wiederaufbauen.",-0.076968267,ɹᵻbɪld,ɛtvɑːs viːdɜaʊfbaʊən,3.9,2,7,2,18,19
1273,de,unpopular,adjective,u________,unbeliebt,Die Liste der unbeliebten Politker ist lang.,-0.664492662,ʌnpɑːpjʊlɚ,ʊnbəliːpt,3.72,2,9,4,7,9
